HOEP,toronto_temp,toronto_humidity,mississauga_temp,mississauga_humidity,brampton_temp,burlington_temp,burlington_humidity,thunderbay_temp,thunderbay_humidity,kingston_temp,kingston_humidity,london_temp,london_humidity,hamilton_temp,hamilton_humidity,Hour,Month,Day,DayOfWeek,IsWeekend,IsHoliday,BusinessHour
13.93,12.7,95.0,12.7,95.0,12.7,15.6,93.0,13.4,66.0,10.6,98.0,15.7,96.0,16.9,99.0,17,10,2,1,0,0,1
49.12,24.3,77.0,24.3,77.0,24.3,23.1,80.0,19.4,94.0,21.9,87.0,24.3,80.0,25.0,82.0,11,7,1,5,1,1,0
0.0,20.5,77.0,20.5,77.0,20.5,21.2,77.0,12.7,85.0,20.4,89.0,19.5,81.0,17.4,95.0,2,8,12,0,0,0,0
29.74,-14.6,74.0,-14.6,74.0,-14.6,-11.6,75.0,-20.5,84.0,-14.8,77.0,-12.0,88.0,-12.7,86.0,2,2,28,3,0,0,0
5.72,19.9,64.0,19.9,64.0,19.9,19.9,65.0,12.1,67.0,20.0,69.0,13.3,93.0,18.5,72.0,15,9,25,5,1,0,0
25.56,20.5,77.0,20.5,77.0,20.5,19.3,80.0,15.0,95.0,22.2,98.0,16.9,99.0,17.5,100.0,4,7,23,1,0,0,0
3.46,7.9,51.0,7.9,51.0,7.9,8.9,48.0,6.5,32.0,4.4,66.0,6.3,58.0,5.7,57.0,21,4,11,5,1,0,0
-2.92,16.4,60.0,16.4,60.0,16.4,16.3,62.0,12.6,98.0,16.3,80.0,14.5,81.0,16.1,64.0,9,7,4,5,1,0,0
1.15,2.3,53.0,2.3,53.0,2.3,4.3,49.0,2.3,77.0,4.5,59.0,0.8,66.0,3.8,54.0,9,11,14,3,0,0,1
19.67,22.7,82.0,22.7,82.0,22.7,20.0,100.0,17.9,61.0,22.3,89.0,22.9,77.0,21.5,88.0,14,8,4,1,0,0,1
-4.78,14.2,75.0,14.2,75.0,14.2,16.4,75.0,13.7,96.0,13.1,96.0,10.5,98.0,11.8,90.0,6,7,17,6,1,0,0
31.11,6.8,89.0,6.8,89.0,6.8,9.6,85.0,6.5,90.0,8.2,89.0,7.8,96.0,8.7,100.0,9,10,12,3,0,0,1
0.0,10.4,76.0,10.4,76.0,10.4,14.1,79.0,5.2,100.0,8.4,72.0,11.3,93.0,11.8,87.0,5,10,6,5,1,0,0
0.0,15.5,79.0,15.5,79.0,15.5,18.7,53.0,14.1,93.0,13.0,94.0,14.6,72.0,14.3,69.0,21,10,21,5,1,0,0
-2.0,13.7,48.0,13.7,48.0,13.7,13.3,46.0,10.0,27.0,13.4,55.0,8.7,66.0,11.3,56.0,17,4,29,5,1,0,0
5.15,12.6,53.0,12.6,53.0,12.6,13.1,57.0,8.4,54.0,14.1,60.0,13.7,58.0,12.4,59.0,14,10,18,4,0,0,1
26.74,7.0,53.0,7.0,53.0,7.0,3.3,77.0,6.5,58.0,5.0,42.0,8.8,47.0,7.7,53.0,13,4,9,6,1,0,0
0.0,15.9,89.0,15.9,89.0,15.9,17.8,80.0,12.1,100.0,14.5,93.0,16.2,94.0,14.7,93.0,22,10,3,2,0,0,0
74.83,24.6,61.0,24.6,61.0,24.6,21.3,93.0,21.2,27.0,17.8,97.0,20.9,84.0,21.1,95.0,19,6,1,2,0,0,0
23.9,25.7,39.0,25.7,39.0,25.7,19.9,66.0,24.2,70.0,25.4,57.0,24.8,58.0,23.9,51.0,13,8,2,4,0,0,1
4.07,5.2,79.0,5.2,79.0,5.2,7.6,71.0,0.6,83.0,7.5,70.0,4.3,87.0,5.4,83.0,21,10,30,0,0,0,0
63.66,-0.6,81.0,-0.6,81.0,-0.6,0.6,68.0,-4.4,94.0,-1.1,92.0,-2.2,78.0,-1.9,79.0,9,12,17,5,1,0,0
15.93,10.5,40.0,10.5,40.0,10.5,11.9,64.0,8.6,38.0,11.4,67.0,8.5,75.0,11.0,74.0,21,5,7,1,0,0,0
1.35,17.8,79.0,17.8,79.0,17.8,16.6,82.0,13.3,49.0,10.9,100.0,18.7,81.0,16.0,97.0,12,5,30,3,0,0,1
25.32,0.8,81.0,0.8,81.0,0.8,1.9,98.0,-8.1,55.0,2.2,98.0,-2.0,94.0,0.3,100.0,1,2,23,4,0,0,0
48.8,-2.5,91.0,-2.5,91.0,-2.5,-0.5,82.0,-14.9,83.0,-5.4,80.0,-1.3,90.0,-1.7,90.0,3,12,12,0,0,0,0
8.77,-0.6,64.0,-0.6,64.0,-0.6,0.6,70.0,-6.3,79.0,-4.4,70.0,-4.3,84.0,-1.6,84.0,23,12,10,0,0,0,0
33.59,15.1,75.0,15.1,75.0,15.1,12.6,77.0,10.6,52.0,4.3,94.0,13.9,86.0,13.6,84.0,17,3,27,0,0,0,1
19.86,12.8,78.0,12.8,78.0,12.8,13.2,84.0,7.1,58.0,9.2,67.0,10.7,95.0,12.1,88.0,4,10,21,2,0,0,0
0.0,7.5,79.0,7.5,79.0,7.5,7.5,76.0,4.1,56.0,9.0,96.0,5.8,77.0,5.9,85.0,10,4,30,4,0,0,1
15.14,-2.5,65.0,-2.5,65.0,-2.5,-2.0,73.0,-4.2,98.0,-6.8,64.0,-3.5,85.0,-5.6,78.0,7,11,30,5,1,0,0
5.82,0.9,62.0,0.9,62.0,0.9,1.4,63.0,-1.9,42.0,4.6,52.0,-1.2,75.0,-0.3,77.0,11,4,27,2,0,0,1
14.29,1.2,82.0,1.2,82.0,1.2,1.9,77.0,-19.6,66.0,-0.3,56.0,-0.6,93.0,0.4,87.0,8,3,12,2,0,0,1
-0.51,-1.8,61.0,-1.8,61.0,-1.8,1.0,47.0,-12.9,69.0,-3.8,63.0,-0.6,56.0,-0.9,58.0,6,3,9,3,0,0,0
21.08,14.2,83.0,14.2,83.0,14.2,16.2,79.0,11.5,95.0,13.2,98.0,10.5,97.0,11.2,100.0,6,7,19,4,0,0,0
10.09,8.8,60.0,8.8,60.0,8.8,10.4,57.0,5.0,72.0,10.1,70.0,5.5,81.0,7.7,64.0,21,10,10,4,0,0,0
29.62,25.1,71.0,25.1,71.0,25.1,25.7,69.0,21.0,86.0,21.1,97.0,19.7,92.0,21.5,87.0,23,8,15,5,1,0,0
39.13,9.1,61.0,9.1,61.0,9.1,9.3,77.0,1.5,93.0,8.8,72.0,11.6,58.0,8.4,65.0,7,5,11,2,0,0,0
25.1,-1.5,100.0,-1.5,100.0,-1.5,1.2,90.0,-1.2,73.0,0.4,84.0,-1.9,95.0,-2.2,94.0,3,2,14,1,0,0,0
10.52,0.1,96.0,0.1,96.0,0.1,0.8,93.0,-3.4,89.0,0.9,71.0,0.2,98.0,0.0,98.0,6,12,29,3,0,0,0
57.22,7.6,74.0,7.6,74.0,7.6,7.9,73.0,8.0,34.0,6.6,87.0,3.6,92.0,6.0,86.0,17,10,19,2,0,0,1
9.8,-1.0,72.0,-1.0,72.0,-1.0,-0.5,81.0,-5.4,68.0,-2.0,93.0,-2.6,88.0,-2.7,93.0,7,3,9,4,0,0,0
24.66,0.9,88.0,0.9,88.0,0.9,1.9,92.0,1.8,72.0,-0.3,83.0,0.1,81.0,1.1,91.0,15,1,5,1,0,0,1
77.94,-19.3,57.0,-19.3,57.0,-19.3,-16.7,67.0,-23.7,70.0,-22.3,57.0,-17.1,77.0,-19.2,77.0,22,1,5,4,0,0,0
29.02,0.4,67.0,0.4,67.0,0.4,2.2,62.0,2.4,98.0,1.1,52.0,-0.2,88.0,0.4,69.0,14,11,8,2,0,0,1
-2.77,0.7,66.0,0.7,66.0,0.7,2.4,62.0,-10.8,67.0,2.8,66.0,-0.9,74.0,0.5,70.0,7,12,27,1,0,0,0
52.66,-2.5,72.0,-2.5,72.0,-2.5,-1.1,80.0,-2.7,91.0,-2.4,65.0,-4.6,96.0,-4.5,91.0,7,4,2,5,1,0,0
24.26,6.2,85.0,6.2,85.0,6.2,8.5,72.0,7.0,98.0,2.2,65.0,7.9,80.0,7.2,85.0,9,11,17,6,1,0,0
25.98,22.3,39.0,22.3,39.0,22.3,16.7,62.0,16.9,43.0,22.6,40.0,24.2,41.0,19.6,53.0,12,5,29,0,0,0,1
9.04,21.6,78.0,21.6,78.0,21.6,21.2,78.0,11.4,51.0,22.4,74.0,20.6,89.0,19.9,86.0,12,9,7,0,0,1,0
32.22,24.4,63.0,24.4,63.0,24.4,24.8,59.0,17.5,90.0,20.4,79.0,21.1,79.0,20.5,81.0,21,9,3,2,0,0,0
-0.01,7.8,63.0,7.8,63.0,7.8,8.3,54.0,-5.6,85.0,4.6,81.0,7.6,61.0,8.2,58.0,11,3,17,3,0,0,1
34.65,24.8,59.0,24.8,59.0,24.8,24.2,61.0,16.5,77.0,21.4,83.0,23.7,63.0,23.4,70.0,12,9,18,4,0,0,1
33.87,21.4,69.0,21.4,69.0,21.4,18.8,89.0,25.4,30.0,22.1,63.0,21.5,78.0,17.8,100.0,15,9,28,5,1,0,0
29.2,29.4,68.0,29.4,68.0,29.4,28.4,63.0,18.1,80.0,21.4,92.0,26.0,79.0,26.5,81.0,21,7,18,5,1,0,0
50.62,-1.6,66.0,-1.6,66.0,-1.6,-0.2,70.0,-4.8,86.0,-0.5,63.0,-1.7,88.0,-3.7,91.0,7,4,20,4,0,0,0
14.38,5.1,78.0,5.1,78.0,5.1,4.7,80.0,6.7,96.0,4.5,50.0,3.7,94.0,3.5,95.0,13,10,27,5,1,0,0
29.27,-2.7,78.0,-2.7,78.0,-2.7,-2.1,71.0,-15.5,58.0,-2.3,86.0,-4.6,81.0,-4.1,77.0,18,1,19,6,1,0,0
47.13,30.1,36.0,30.1,36.0,30.1,29.6,41.0,22.9,59.0,24.8,83.0,27.9,59.0,28.7,48.0,16,8,14,1,0,0,1
28.47,-5.1,71.0,-5.1,71.0,-5.1,-2.5,61.0,-17.6,79.0,-4.8,86.0,-5.2,63.0,-4.4,67.0,22,2,10,6,1,0,0
39.31,-4.8,78.0,-4.8,78.0,-4.8,-2.8,72.0,-11.1,71.0,-5.0,75.0,-4.1,81.0,-4.3,80.0,18,1,13,4,0,0,0
22.45,20.8,56.0,20.8,56.0,20.8,20.5,70.0,20.6,76.0,20.0,74.0,20.0,70.0,20.2,71.0,21,8,22,5,1,0,0
30.05,5.6,66.0,5.6,66.0,5.6,5.7,74.0,-1.8,80.0,3.8,57.0,5.8,77.0,4.6,81.0,10,11,19,6,1,0,0
39.65,-10.7,75.0,-10.7,75.0,-10.7,-9.3,75.0,-21.1,64.0,-16.7,77.0,-12.8,80.0,-11.6,83.0,9,12,30,5,1,0,0
29.0,21.1,86.0,21.1,86.0,21.1,19.4,92.0,14.3,99.0,21.5,94.0,18.9,89.0,20.4,99.0,9,8,15,5,1,0,0
1.1,-0.8,72.0,-0.8,72.0,-0.8,0.8,70.0,-8.3,92.0,-1.1,72.0,-0.2,78.0,-0.5,74.0,1,2,6,5,1,0,0
-0.1,5.7,91.0,5.7,91.0,5.7,9.4,67.0,-14.7,63.0,4.5,80.0,6.8,86.0,6.8,78.0,4,12,9,0,0,0,0
4.41,14.6,85.0,14.6,85.0,14.6,16.3,75.0,14.4,83.0,12.6,99.0,11.3,96.0,12.6,92.0,5,8,8,1,0,0,0
23.75,-3.0,86.0,-3.0,86.0,-3.0,0.5,61.0,-3.2,92.0,-4.7,77.0,1.2,81.0,-1.0,59.0,22,12,11,3,0,0,0
5.72,13.3,32.0,13.3,32.0,13.3,13.0,42.0,5.6,84.0,11.4,34.0,13.0,42.0,11.4,52.0,19,4,27,0,0,0,0
15.68,4.1,70.0,4.1,70.0,4.1,4.3,66.0,-3.7,69.0,3.1,71.0,2.7,74.0,3.0,73.0,11,2,3,0,0,0,1
28.8,21.2,82.0,21.2,82.0,21.2,23.2,78.0,15.1,87.0,22.2,94.0,18.5,99.0,18.0,97.0,3,8,24,1,0,0,0
24.43,0.8,83.0,0.8,83.0,0.8,1.7,79.0,-1.8,84.0,1.3,85.0,-0.1,82.0,-1.9,92.0,1,2,24,2,0,0,0
0.0,5.8,90.0,5.8,90.0,5.8,8.3,78.0,-17.5,67.0,5.8,76.0,7.6,80.0,7.3,87.0,6,12,24,3,0,0,0
14.38,3.2,92.0,3.2,92.0,3.2,4.7,84.0,-21.3,64.0,1.7,91.0,1.7,95.0,3.0,93.0,9,1,9,6,1,0,0
37.66,28.3,44.0,28.3,44.0,28.3,22.1,80.0,18.8,51.0,22.2,73.0,27.3,59.0,29.4,48.0,17,9,22,3,0,0,1
107.96,6.8,79.0,6.8,79.0,6.8,8.9,59.0,-0.2,76.0,7.5,69.0,6.5,69.0,7.1,63.0,20,4,21,1,0,0,0
-1.25,15.9,68.0,15.9,68.0,15.9,17.7,64.0,16.2,87.0,13.1,88.0,10.1,91.0,12.6,81.0,8,7,20,2,0,0,1
16.17,8.6,50.0,8.6,50.0,8.6,8.8,54.0,3.5,52.0,2.9,81.0,5.2,72.0,7.8,59.0,14,2,24,0,0,0,1
20.32,0.1,62.0,0.1,62.0,0.1,2.2,54.0,-3.0,70.0,-0.4,79.0,-0.1,65.0,0.4,65.0,18,3,8,2,0,0,0
29.79,24.9,67.0,24.9,67.0,24.9,22.9,80.0,17.8,98.0,23.6,83.0,23.4,74.0,24.6,76.0,13,8,16,4,0,0,1
13.63,26.7,58.0,26.7,58.0,26.7,22.3,82.0,22.7,34.0,24.4,75.0,27.3,62.0,27.7,53.0,19,7,7,4,0,0,0
3.39,-2.4,78.0,-2.4,78.0,-2.4,-1.0,74.0,0.6,85.0,-6.1,84.0,-3.1,85.0,-3.7,82.0,3,12,21,6,1,0,0
30.99,26.1,37.0,26.1,37.0,26.1,22.6,68.0,23.3,65.0,26.2,41.0,23.1,92.0,23.5,54.0,19,9,4,4,0,0,0
32.08,27.5,62.0,27.5,62.0,27.5,26.3,67.0,31.3,46.0,23.6,90.0,25.4,79.0,24.3,86.0,18,7,14,5,1,0,0
2.02,-0.8,76.0,-0.8,76.0,-0.8,2.3,78.0,2.5,88.0,-8.5,68.0,0.0,84.0,-1.9,90.0,22,11,27,0,0,0,0
-0.25,7.6,51.0,7.6,51.0,7.6,10.1,50.0,7.3,55.0,4.5,63.0,6.6,57.0,6.5,61.0,22,4,8,5,1,0,0
1.19,-4.7,88.0,-4.7,88.0,-4.7,0.0,82.0,-10.7,90.0,-10.3,84.0,-1.8,88.0,-2.7,92.0,6,12,22,4,0,0,0
5.16,13.9,24.0,13.9,24.0,13.9,8.9,58.0,7.3,65.0,16.4,25.0,12.2,39.0,9.6,45.0,21,5,8,6,1,0,0
62.97,17.7,63.0,17.7,63.0,17.7,16.6,81.0,11.2,81.0,14.7,94.0,17.1,71.0,16.4,72.0,8,6,14,1,0,0,1
11.53,-9.7,61.0,-9.7,61.0,-9.7,-8.9,74.0,-18.2,62.0,-6.5,52.0,-11.4,75.0,-12.0,66.0,9,12,14,2,0,0,1
25.33,22.1,37.0,22.1,37.0,22.1,15.2,76.0,23.2,36.0,22.6,40.0,19.2,64.0,20.9,55.0,19,6,2,2,0,0,0
13.11,23.1,89.0,23.1,89.0,23.1,23.8,77.0,23.7,53.0,24.9,84.0,25.3,61.0,22.4,86.0,17,7,11,5,1,0,0
57.5,0.4,67.0,0.4,67.0,0.4,0.4,65.0,-3.9,79.0,3.2,52.0,-2.2,65.0,-1.8,70.0,16,12,1,3,0,0,1
5.38,6.1,60.0,6.1,60.0,6.1,6.0,80.0,5.0,57.0,4.8,70.0,8.7,59.0,6.3,77.0,23,5,9,1,0,0,0
30.35,0.6,59.0,0.6,59.0,0.6,1.3,60.0,-2.3,61.0,-1.2,65.0,-0.5,66.0,-2.0,63.0,0,3,31,4,0,0,0
78.49,8.0,65.0,8.0,65.0,8.0,9.1,62.0,3.0,93.0,10.8,65.0,7.3,67.0,7.5,75.0,10,10,16,6,1,0,0
20.3,-11.6,67.0,-11.6,67.0,-11.6,-10.6,64.0,-22.3,58.0,-13.7,70.0,-10.5,80.0,-12.0,70.0,22,2,13,3,0,0,0
51.65,0.6,74.0,0.6,74.0,0.6,1.0,77.0,-14.4,80.0,-0.7,80.0,-1.6,83.0,-0.9,82.0,18,2,7,0,0,0,0
5.97,14.3,63.0,14.3,63.0,14.3,15.5,67.0,11.9,83.0,10.5,98.0,10.3,95.0,10.8,76.0,5,6,15,4,0,0,0
31.37,21.7,85.0,21.7,85.0,21.7,22.8,85.0,17.7,61.0,22.2,87.0,22.1,87.0,22.5,86.0,12,7,16,6,1,0,0
3.88,0.3,57.0,0.3,57.0,0.3,-0.3,69.0,-5.1,93.0,0.0,70.0,1.0,66.0,0.3,65.0,11,12,20,6,1,0,0
26.08,4.7,86.0,4.7,86.0,4.7,5.9,86.0,-12.8,62.0,-3.1,90.0,2.5,89.0,4.1,93.0,19,12,25,5,1,1,0
14.34,25.1,59.0,25.1,59.0,25.1,25.3,56.0,17.5,76.0,26.3,59.0,18.6,95.0,23.8,68.0,14,5,22,5,1,0,0
70.93,3.7,91.0,3.7,91.0,3.7,4.7,87.0,-3.8,63.0,2.1,98.0,0.5,97.0,3.0,95.0,9,4,9,5,1,0,0
6.72,11.8,76.0,11.8,76.0,11.8,13.6,80.0,14.6,73.0,13.8,83.0,7.6,97.0,9.7,99.0,9,10,21,5,1,0,0
60.53,-1.7,100.0,-1.7,100.0,-1.7,-0.4,91.0,-6.3,79.0,-0.9,92.0,0.1,97.0,-1.3,96.0,9,11,16,2,0,0,1
64.84,24.7,65.0,24.7,65.0,24.7,21.3,76.0,26.7,47.0,22.4,94.0,25.1,75.0,23.5,73.0,17,7,3,0,0,0,1
0.0,1.4,56.0,1.4,56.0,1.4,1.8,55.0,1.1,94.0,-6.1,59.0,2.6,55.0,2.2,47.0,11,2,19,4,0,0,1
44.31,0.8,44.0,0.8,44.0,0.8,2.9,42.0,-2.3,46.0,3.9,41.0,-1.0,62.0,2.3,40.0,20,3,23,4,0,0,0
80.96,16.4,97.0,16.4,97.0,16.4,17.2,90.0,17.8,59.0,17.2,74.0,18.1,96.0,16.4,99.0,18,9,4,6,1,0,0
10.86,3.5,91.0,3.5,91.0,3.5,2.9,97.0,-5.4,54.0,3.0,78.0,5.3,99.0,4.4,96.0,19,2,28,6,1,0,0
29.82,9.2,100.0,9.2,100.0,9.2,8.2,88.0,8.1,100.0,10.8,63.0,12.3,94.0,10.2,100.0,11,10,29,1,0,0,1
42.71,24.0,42.0,24.0,42.0,24.0,20.8,68.0,25.1,50.0,20.1,73.0,22.0,55.0,22.8,52.0,16,9,26,3,0,0,1
49.09,4.0,70.0,4.0,70.0,4.0,5.4,63.0,2.8,94.0,3.3,74.0,2.1,79.0,2.9,79.0,18,12,1,2,0,0,0
6.09,21.1,53.0,21.1,53.0,21.1,22.4,49.0,16.1,82.0,21.3,53.0,17.6,66.0,20.1,52.0,0,7,11,2,0,0,0
37.56,16.5,85.0,16.5,85.0,16.5,19.2,74.0,7.4,100.0,16.7,89.0,16.6,85.0,18.3,80.0,23,9,27,0,0,0,0
7.8,1.4,44.0,1.4,44.0,1.4,1.7,49.0,-6.5,61.0,-0.1,42.0,0.2,64.0,0.3,54.0,15,2,5,4,0,0,1
7.2,3.9,25.0,3.9,25.0,3.9,6.0,41.0,2.0,50.0,1.7,30.0,2.8,55.0,3.5,55.0,21,3,18,3,0,0,0
-0.08,11.4,32.0,11.4,32.0,11.4,6.2,59.0,12.9,27.0,11.8,36.0,12.7,34.0,11.2,32.0,15,5,6,2,0,0,1
11.58,5.0,59.0,5.0,59.0,5.0,5.4,61.0,-5.9,45.0,1.7,79.0,3.7,64.0,4.1,65.0,14,12,6,5,1,0,0
13.69,5.1,93.0,5.1,93.0,5.1,8.0,80.0,-0.6,100.0,6.4,80.0,5.9,97.0,5.6,89.0,2,11,16,2,0,0,0
21.7,22.6,51.0,22.6,51.0,22.6,25.0,49.0,16.1,65.0,16.0,93.0,21.3,53.0,21.7,67.0,22,6,2,3,0,0,0
25.84,-7.0,72.0,-7.0,72.0,-7.0,-2.5,67.0,-0.3,86.0,-12.0,83.0,-8.0,83.0,-8.7,83.0,20,12,20,4,0,0,0
29.76,4.3,65.0,4.3,65.0,4.3,4.2,77.0,-6.7,82.0,2.9,98.0,2.8,79.0,3.7,74.0,8,3,29,4,0,0,1
32.82,7.4,48.0,7.4,48.0,7.4,7.9,63.0,-3.6,62.0,5.0,73.0,7.1,46.0,5.2,74.0,22,4,6,3,0,0,0
16.29,6.3,64.0,6.3,64.0,6.3,4.5,79.0,7.0,53.0,2.0,90.0,9.7,58.0,6.3,66.0,20,3,27,4,0,0,0
16.92,2.4,70.0,2.4,70.0,2.4,2.8,82.0,-1.8,54.0,6.0,55.0,-0.5,93.0,0.8,91.0,19,4,20,1,0,0,0
32.9,22.9,73.0,22.9,73.0,22.9,20.5,85.0,24.4,50.0,20.4,77.0,26.4,51.0,24.1,65.0,17,8,3,6,1,0,0
23.63,-1.1,71.0,-1.1,71.0,-1.1,0.0,74.0,-14.1,57.0,-0.3,68.0,-1.7,63.0,-1.7,82.0,10,3,20,2,0,0,1
35.61,11.3,98.0,11.3,98.0,11.3,12.2,78.0,9.4,71.0,15.2,100.0,7.2,97.0,9.4,100.0,8,10,2,2,0,0,1
12.3,10.9,48.0,10.9,48.0,10.9,12.8,58.0,5.7,96.0,8.3,91.0,7.0,87.0,7.8,71.0,2,5,31,0,0,0,0
8.4,16.8,90.0,16.8,90.0,16.8,15.3,90.0,13.1,90.0,14.6,99.0,18.6,85.0,18.6,87.0,6,5,26,1,0,0,0
28.2,13.1,69.0,13.1,69.0,13.1,14.1,74.0,11.4,58.0,15.4,52.0,16.0,74.0,12.7,82.0,19,10,4,6,1,0,0
26.74,-10.1,76.0,-10.1,76.0,-10.1,-8.6,70.0,-7.8,84.0,-10.7,75.0,-8.3,81.0,-9.9,79.0,5,1,14,5,1,0,0
59.42,-0.4,65.0,-0.4,65.0,-0.4,0.5,62.0,-0.6,45.0,1.4,62.0,-0.4,66.0,-0.7,65.0,19,3,11,0,0,0,0
14.36,-1.0,94.0,-1.0,94.0,-1.0,-0.1,94.0,-7.5,88.0,-5.0,75.0,-0.9,96.0,-1.4,94.0,14,1,3,5,1,0,0
115.16,-7.5,69.0,-7.5,69.0,-7.5,-4.4,60.0,-10.6,39.0,-10.4,69.0,-8.1,77.0,-6.4,65.0,19,2,25,4,0,0,0
85.05,18.8,87.0,18.8,87.0,18.8,19.5,83.0,16.3,84.0,18.9,81.0,17.1,89.0,15.9,93.0,23,9,6,1,0,0,0
17.64,18.5,78.0,18.5,78.0,18.5,18.8,86.0,19.0,79.0,19.6,71.0,18.6,80.0,18.5,72.0,23,9,27,6,1,0,0
19.5,15.2,71.0,15.2,71.0,15.2,16.4,68.0,9.2,94.0,13.5,85.0,12.2,90.0,13.7,84.0,7,6,3,4,0,0,0
-1.01,16.2,64.0,16.2,64.0,16.2,16.2,60.0,9.5,41.0,15.8,64.0,14.9,71.0,14.8,67.0,16,10,6,0,0,0,1
22.25,7.7,89.0,7.7,89.0,7.7,8.8,74.0,7.1,97.0,5.6,51.0,8.8,74.0,8.9,81.0,10,11,17,6,1,0,0
1.39,12.6,73.0,12.6,73.0,12.6,14.7,73.0,11.1,98.0,9.6,78.0,11.2,86.0,11.7,83.0,6,9,30,0,0,0,0
7.82,22.1,54.0,22.1,54.0,22.1,21.5,50.0,15.9,43.0,22.9,62.0,17.0,67.0,19.8,59.0,18,9,21,6,1,0,0
0.0,8.7,74.0,8.7,74.0,8.7,14.4,53.0,1.1,54.0,10.6,81.0,12.7,55.0,12.3,53.0,1,11,17,4,0,0,0
10.84,20.0,88.0,20.0,88.0,20.0,20.7,87.0,6.4,98.0,19.8,99.0,18.9,93.0,17.9,100.0,5,9,18,5,1,0,0
10.67,-2.5,79.0,-2.5,79.0,-2.5,0.8,65.0,-7.4,95.0,-4.6,88.0,-3.0,89.0,-3.2,85.0,8,4,13,2,0,0,1
29.29,-17.2,68.0,-17.2,68.0,-17.2,-16.8,66.0,-22.9,75.0,-19.2,61.0,-17.0,82.0,-20.2,68.0,23,2,12,3,0,0,0
109.1,28.9,59.0,28.9,59.0,28.9,27.1,63.0,15.5,54.0,24.4,69.0,28.9,57.0,28.7,61.0,15,9,3,5,1,0,0
88.6,-1.3,87.0,-1.3,87.0,-1.3,0.0,79.0,-9.7,81.0,-7.3,90.0,-1.8,97.0,-2.2,88.0,21,1,2,2,0,0,0
27.49,5.1,78.0,5.1,78.0,5.1,4.8,84.0,-2.8,86.0,2.6,86.0,3.1,95.0,3.8,93.0,7,3,2,5,1,0,0
13.23,22.4,58.0,22.4,58.0,22.4,19.8,73.0,17.1,95.0,21.0,87.0,21.0,59.0,19.1,77.0,10,8,2,6,1,0,0
0.0,6.5,84.0,6.5,84.0,6.5,8.1,75.0,-0.1,69.0,9.2,97.0,5.7,86.0,6.8,83.0,8,4,30,4,0,0,1
23.42,10.4,38.0,10.4,38.0,10.4,9.2,58.0,11.0,57.0,11.5,34.0,15.4,20.0,8.6,51.0,21,5,18,3,0,0,0
25.55,18.6,47.0,18.6,47.0,18.6,16.8,81.0,14.9,95.0,17.7,61.0,22.8,49.0,15.8,83.0,22,6,16,6,1,0,0
39.39,25.1,75.0,25.1,75.0,25.1,26.0,67.0,22.8,70.0,24.8,83.0,21.1,93.0,26.0,72.0,18,6,29,1,0,0,0
45.54,-2.5,73.0,-2.5,73.0,-2.5,0.3,67.0,-1.1,81.0,-2.2,68.0,-2.4,91.0,-3.4,86.0,22,11,22,1,0,0,0
28.45,25.1,47.0,25.1,47.0,25.1,27.3,28.0,20.9,53.0,24.3,78.0,22.7,72.0,25.1,40.0,19,8,31,2,0,0,0
17.36,24.7,61.0,24.7,61.0,24.7,24.2,60.0,19.8,67.0,22.1,85.0,20.8,73.0,23.2,70.0,12,6,23,1,0,0,1
7.04,18.4,80.0,18.4,80.0,18.4,20.2,69.0,16.6,96.0,20.4,98.0,16.3,90.0,18.7,88.0,9,8,3,6,1,0,0
47.49,-2.9,77.0,-2.9,77.0,-2.9,-1.8,71.0,-21.5,58.0,-1.1,79.0,-3.1,80.0,-3.5,75.0,8,3,4,2,0,0,1
22.63,12.8,32.0,12.8,32.0,12.8,11.3,34.0,7.8,42.0,10.0,52.0,12.2,43.0,11.6,40.0,20,4,7,6,1,0,0
0.0,13.7,39.0,13.7,39.0,13.7,15.8,34.0,5.7,69.0,9.8,63.0,13.5,42.0,14.3,37.0,16,11,19,3,0,0,1
23.82,-6.1,69.0,-6.1,69.0,-6.1,-4.0,70.0,-23.0,64.0,-3.3,91.0,-8.5,71.0,-6.0,75.0,4,2,12,3,0,0,0
33.31,-13.9,71.0,-13.9,71.0,-13.9,-9.4,62.0,-19.2,66.0,-9.1,72.0,-12.6,75.0,-14.2,79.0,1,2,1,2,0,0,0
13.8,-2.4,76.0,-2.4,76.0,-2.4,-2.3,80.0,-6.5,88.0,-3.1,69.0,-2.8,83.0,-3.2,83.0,10,3,5,5,1,0,0
35.51,2.4,71.0,2.4,71.0,2.4,4.2,74.0,-1.2,80.0,1.9,74.0,2.8,86.0,2.3,94.0,20,12,2,4,0,0,0
85.81,18.6,99.0,18.6,99.0,18.6,20.4,82.0,14.2,94.0,17.3,86.0,17.2,100.0,17.5,96.0,8,8,25,3,0,0,1
-4.49,6.5,69.0,6.5,69.0,6.5,7.6,65.0,2.0,75.0,7.0,75.0,5.1,75.0,5.9,72.0,12,11,10,6,1,0,0
20.9,-2.8,90.0,-2.8,90.0,-2.8,-0.1,90.0,-11.1,82.0,-6.8,79.0,-2.3,92.0,-3.1,92.0,22,12,28,0,0,0,0
9.99,-5.1,73.0,-5.1,73.0,-5.1,-3.1,67.0,-17.2,64.0,-2.5,66.0,-7.4,77.0,-6.5,73.0,2,11,20,6,1,0,0
